ts_id,date,total,store,item
94,2013-10-31,963,S2,I44
94,2013-11-30,1045,S2,I44
94,2013-12-31,719,S2,I44
94,2014-01-31,760,S2,I44
94,2014-02-28,770,S2,I44
94,2014-03-31,1016,S2,I44
94,2014-04-30,1123,S2,I44
94,2014-05-31,1202,S2,I44
94,2014-06-30,1292,S2,I44
94,2014-07-31,1415,S2,I44
94,2014-08-31,1296,S2,I44
94,2014-09-30,1184,S2,I44
94,2014-10-31,1047,S2,I44
94,2014-11-30,1160,S2,I44
94,2014-12-31,887,S2,I44
94,2015-01-31,775,S2,I44
94,2015-02-28,811,S2,I44
94,2015-03-31,1069,S2,I44
94,2015-04-30,1182,S2,I44
94,2015-05-31,1321,S2,I44
94,2015-06-30,1350,S2,I44
94,2015-07-31,1456,S2,I44
94,2015-08-31,1327,S2,I44
94,2015-09-30,1205,S2,I44
94,2015-10-31,1159,S2,I44
94,2015-11-30,1197,S2,I44
94,2015-12-31,880,S2,I44
94,2016-01-31,858,S2,I44
94,2016-02-29,871,S2,I44
94,2016-03-31,1081,S2,I44
94,2016-04-30,1294,S2,I44
94,2016-05-31,1456,S2,I44
94,2016-06-30,1552,S2,I44
94,2016-07-31,1694,S2,I44
94,2016-08-31,1388,S2,I44
94,2016-09-30,1318,S2,I44
94,2016-10-31,1207,S2,I44
94,2016-11-30,1304,S2,I44
94,2016-12-31,951,S2,I44
94,2017-01-31,850,S2,I44
94,2017-02-28,885,S2,I44
94,2017-03-31,1221,S2,I44
94,2017-04-30,1332,S2,I44
94,2017-05-31,1469,S2,I44
94,2017-06-30,1515,S2,I44
94,2017-07-31,1755,S2,I44
94,2017-08-31,1452,S2,I44
94,2017-09-30,1355,S2,I44
94,2017-10-31,1315,S2,I44
94,2017-11-30,1281,S2,I44
94,2017-12-31,1058,S2,I44
95,2013-01-31,1753,S2,I45
95,2013-02-28,1802,S2,I45
95,2013-03-31,2417,S2,I45
95,2013-04-30,2713,S2,I45
95,2013-05-31,3027,S2,I45
95,2013-06-30,3164,S2,I45
95,2013-07-31,3439,S2,I45
95,2013-08-31,3173,S2,I45
95,2013-09-30,2831,S2,I45
95,2013-10-31,2639,S2,I45
95,2013-11-30,2714,S2,I45
95,2013-12-31,1983,S2,I45
95,2014-01-31,2144,S2,I45
95,2014-02-28,2093,S2,I45
95,2014-03-31,2817,S2,I45
95,2014-04-30,3008,S2,I45
95,2014-05-31,3301,S2,I45
95,2014-06-30,3598,S2,I45
95,2014-07-31,3895,S2,I45
95,2014-08-31,3497,S2,I45
95,2014-09-30,3122,S2,I45
95,2014-10-31,3097,S2,I45
95,2014-11-30,3109,S2,I45
95,2014-12-31,2183,S2,I45
95,2015-01-31,2175,S2,I45
95,2015-02-28,2191,S2,I45
95,2015-03-31,2940,S2,I45
95,2015-04-30,3299,S2,I45
95,2015-05-31,3672,S2,I45
95,2015-06-30,3584,S2,I45
95,2015-07-31,4113,S2,I45
95,2015-08-31,3627,S2,I45
95,2015-09-30,3189,S2,I45
95,2015-10-31,3081,S2,I45
95,2015-11-30,3241,S2,I45
95,2015-12-31,2416,S2,I45
95,2016-01-31,2328,S2,I45
95,2016-02-29,2437,S2,I45
95,2016-03-31,3118,S2,I45
95,2016-04-30,3570,S2,I45
95,2016-05-31,3756,S2,I45
95,2016-06-30,4072,S2,I45
95,2016-07-31,4529,S2,I45
95,2016-08-31,3941,S2,I45
95,2016-09-30,3622,S2,I45
95,2016-10-31,3463,S2,I45
95,2016-11-30,3532,S2,I45
95,2016-12-31,2715,S2,I45
95,2017-01-31,2446,S2,I45
95,2017-02-28,2497,S2,I45
95,2017-03-31,3294,S2,I45
95,2017-04-30,3723,S2,I45
95,2017-05-31,3987,S2,I45
95,2017-06-30,4296,S2,I45
95,2017-07-31,4644,S2,I45
95,2017-08-31,4024,S2,I45
95,2017-09-30,3695,S2,I45
95,2017-10-31,3400,S2,I45
95,2017-11-30,3756,S2,I45
95,2017-12-31,2882,S2,I45
96,2013-01-31,1312,S2,I46
96,2013-02-28,1364,S2,I46
96,2013-03-31,1805,S2,I46
96,2013-04-30,1985,S2,I46
96,2013-05-31,2270,S2,I46
96,2013-06-30,2346,S2,I46
96,2013-07-31,2504,S2,I46
96,2013-08-31,2156,S2,I46
96,2013-09-30,2039,S2,I46
96,2013-10-31,1814,S2,I46
96,2013-11-30,1984,S2,I46
96,2013-12-31,1480,S2,I46
96,2014-01-31,1517,S2,I46
96,2014-02-28,1482,S2,I46
96,2014-03-31,1989,S2,I46
96,2014-04-30,2280,S2,I46
96,2014-05-31,2552,S2,I46
96,2014-06-30,2684,S2,I46
96,2014-07-31,2786,S2,I46
96,2014-08-31,2532,S2,I46
96,2014-09-30,2250,S2,I46
96,2014-10-31,2208,S2,I46
96,2014-11-30,2278,S2,I46
96,2014-12-31,1688,S2,I46
96,2015-01-31,1569,S2,I46
96,2015-02-28,1551,S2,I46
96,2015-03-31,1955,S2,I46
96,2015-04-30,2410,S2,I46
96,2015-05-31,2628,S2,I46
96,2015-06-30,2762,S2,I46
96,2015-07-31,2977,S2,I46
96,2015-08-31,2638,S2,I46
96,2015-09-30,2338,S2,I46
96,2015-10-31,2309,S2,I46
96,2015-11-30,2356,S2,I46
96,2015-12-31,1829,S2,I46
96,2016-01-31,1724,S2,I46
96,2016-02-29,1777,S2,I46
96,2016-03-31,2326,S2,I46
96,2016-04-30,2469,S2,I46
96,2016-05-31,2837,S2,I46
96,2016-06-30,2980,S2,I46
96,2016-07-31,3345,S2,I46
96,2016-08-31,2854,S2,I46
96,2016-09-30,2688,S2,I46
96,2016-10-31,2426,S2,I46
96,2016-11-30,2613,S2,I46
96,2016-12-31,1911,S2,I46
96,2017-01-31,1699,S2,I46
96,2017-02-28,1787,S2,I46
96,2017-03-31,2377,S2,I46
96,2017-04-30,2582,S2,I46
96,2017-05-31,2896,S2,I46
96,2017-06-30,3096,S2,I46
96,2017-07-31,3463,S2,I46
96,2017-08-31,2921,S2,I46
96,2017-09-30,2656,S2,I46
96,2017-10-31,2563,S2,I46
96,2017-11-30,2744,S2,I46
96,2017-12-31,1990,S2,I46
97,2013-01-31,467,S2,I47
97,2013-02-28,464,S2,I47
97,2013-03-31,654,S2,I47
97,2013-04-30,779,S2,I47
97,2013-05-31,818,S2,I47
97,2013-06-30,856,S2,I47
97,2013-07-31,903,S2,I47
97,2013-08-31,812,S2,I47
97,2013-09-30,720,S2,I47
97,2013-10-31,735,S2,I47
97,2013-11-30,757,S2,I47
97,2013-12-31,570,S2,I47
97,2014-01-31,576,S2,I47
97,2014-02-28,612,S2,I47
97,2014-03-31,790,S2,I47
97,2014-04-30,853,S2,I47
97,2014-05-31,969,S2,I47
97,2014-06-30,1017,S2,I47
97,2014-07-31,1085,S2,I47
97,2014-08-31,924,S2,I47
97,2014-09-30,797,S2,I47
97,2014-10-31,901,S2,I47
97,2014-11-30,857,S2,I47
97,2014-12-31,617,S2,I47
97,2015-01-31,616,S2,I47
97,2015-02-28,557,S2,I47
97,2015-03-31,804,S2,I47
97,2015-04-30,892,S2,I47
97,2015-05-31,1023,S2,I47
97,2015-06-30,981,S2,I47
97,2015-07-31,1147,S2,I47
97,2015-08-31,959,S2,I47
97,2015-09-30,860,S2,I47
97,2015-10-31,877,S2,I47
97,2015-11-30,926,S2,I47
97,2015-12-31,627,S2,I47
97,2016-01-31,657,S2,I47
97,2016-02-29,681,S2,I47
97,2016-03-31,803,S2,I47
97,2016-04-30,961,S2,I47
97,2016-05-31,1050,S2,I47
97,2016-06-30,1106,S2,I47
97,2016-07-31,1256,S2,I47
97,2016-08-31,1017,S2,I47
97,2016-09-30,934,S2,I47
97,2016-10-31,1019,S2,I47
97,2016-11-30,975,S2,I47
97,2016-12-31,747,S2,I47
97,2017-01-31,653,S2,I47
97,2017-02-28,670,S2,I47
97,2017-03-31,884,S2,I47
97,2017-04-30,1024,S2,I47
97,2017-05-31,1104,S2,I47
97,2017-06-30,1107,S2,I47
97,2017-07-31,1220,S2,I47
97,2017-08-31,1097,S2,I47
97,2017-09-30,996,S2,I47
97,2017-10-31,993,S2,I47
97,2017-11-30,936,S2,I47
97,2017-12-31,779,S2,I47
98,2013-01-31,1150,S2,I48
98,2013-02-28,1179,S2,I48
98,2013-03-31,1587,S2,I48
98,2013-04-30,1841,S2,I48
98,2013-05-31,1889,S2,I48
98,2013-06-30,2064,S2,I48
98,2013-07-31,2166,S2,I48
98,2013-08-31,1881,S2,I48
98,2013-09-30,1741,S2,I48
98,2013-10-31,1674,S2,I48
98,2013-11-30,1759,S2,I48
98,2013-12-31,1232,S2,I48
98,2014-01-31,1301,S2,I48
98,2014-02-28,1337,S2,I48
98,2014-03-31,1736,S2,I48
98,2014-04-30,1994,S2,I48
98,2014-05-31,2171,S2,I48
98,2014-06-30,2328,S2,I48
98,2014-07-31,2501,S2,I48
98,2014-08-31,2238,S2,I48
98,2014-09-30,1938,S2,I48
98,2014-10-31,1903,S2,I48
98,2014-11-30,2049,S2,I48
98,2014-12-31,1420,S2,I48
98,2015-01-31,1436,S2,I48
98,2015-02-28,1352,S2,I48
98,2015-03-31,1808,S2,I48
98,2015-04-30,2100,S2,I48
98,2015-05-31,2357,S2,I48
98,2015-06-30,2418,S2,I48
98,2015-07-31,2624,S2,I48
98,2015-08-31,2353,S2,I48
98,2015-09-30,2086,S2,I48
98,2015-10-31,1976,S2,I48
98,2015-11-30,2035,S2,I48
98,2015-12-31,1478,S2,I48
98,2016-01-31,1509,S2,I48
98,2016-02-29,1556,S2,I48
98,2016-03-31,1949,S2,I48
98,2016-04-30,2312,S2,I48
98,2016-05-31,2559,S2,I48
98,2016-06-30,2602,S2,I48
98,2016-07-31,2891,S2,I48
98,2016-08-31,2566,S2,I48
98,2016-09-30,2193,S2,I48
98,2016-10-31,2175,S2,I48
98,2016-11-30,2288,S2,I48
98,2016-12-31,1730,S2,I48
98,2017-01-31,1577,S2,I48
98,2017-02-28,1577,S2,I48
98,2017-03-31,2123,S2,I48
98,2017-04-30,2390,S2,I48
98,2017-05-31,2469,S2,I48
98,2017-06-30,2661,S2,I48
98,2017-07-31,2940,S2,I48
98,2017-08-31,2617,S2,I48
98,2017-09-30,2377,S2,I48
98,2017-10-31,2276,S2,I48
98,2017-11-30,2350,S2,I48
98,2017-12-31,1779,S2,I48
99,2013-01-31,655,S2,I49
99,2013-02-28,650,S2,I49
99,2013-03-31,852,S2,I49
99,2013-04-30,1024,S2,I49
99,2013-05-31,1091,S2,I49
99,2013-06-30,1150,S2,I49
99,2013-07-31,1193,S2,I49
99,2013-08-31,1121,S2,I49
99,2013-09-30,927,S2,I49
99,2013-10-31,908,S2,I49
99,2013-11-30,1042,S2,I49
99,2013-12-31,754,S2,I49
99,2014-01-31,733,S2,I49
99,2014-02-28,766,S2,I49
99,2014-03-31,1021,S2,I49
99,2014-04-30,1092,S2,I49
99,2014-05-31,1300,S2,I49
99,2014-06-30,1277,S2,I49
99,2014-07-31,1526,S2,I49
99,2014-08-31,1335,S2,I49
99,2014-09-30,1154,S2,I49
99,2014-10-31,1174,S2,I49
99,2014-11-30,1175,S2,I49
99,2014-12-31,824,S2,I49
99,2015-01-31,850,S2,I49
99,2015-02-28,768,S2,I49
99,2015-03-31,1044,S2,I49
99,2015-04-30,1223,S2,I49
99,2015-05-31,1324,S2,I49
99,2015-06-30,1371,S2,I49
99,2015-07-31,1504,S2,I49
99,2015-08-31,1452,S2,I49
99,2015-09-30,1191,S2,I49
99,2015-10-31,1121,S2,I49
99,2015-11-30,1108,S2,I49
99,2015-12-31,893,S2,I49
99,2016-01-31,888,S2,I49
99,2016-02-29,850,S2,I49
99,2016-03-31,1125,S2,I49
99,2016-04-30,1294,S2,I49
99,2016-05-31,1393,S2,I49
99,2016-06-30,1554,S2,I49
99,2016-07-31,1654,S2,I49
99,2016-08-31,1401,S2,I49
99,2016-09-30,1249,S2,I49
99,2016-10-31,1217,S2,I49
99,2016-11-30,1301,S2,I49
99,2016-12-31,935,S2,I49
99,2017-01-31,894,S2,I49
99,2017-02-28,918,S2,I49
99,2017-03-31,1198,S2,I49
99,2017-04-30,1307,S2,I49
99,2017-05-31,1431,S2,I49
99,2017-06-30,1558,S2,I49
99,2017-07-31,1694,S2,I49
99,2017-08-31,1447,S2,I49
99,2017-09-30,1316,S2,I49
99,2017-10-31,1276,S2,I49
99,2017-11-30,1390,S2,I49
99,2017-12-31,979,S2,I49
100,2013-01-31,1429,S2,I50
100,2013-02-28,1458,S2,I50
100,2013-03-31,2033,S2,I50
100,2013-04-30,2214,S2,I50
100,2013-05-31,2447,S2,I50
100,2013-06-30,2509,S2,I50
100,2013-07-31,2822,S2,I50
100,2013-08-31,2441,S2,I50
100,2013-09-30,2273,S2,I50
100,2013-10-31,2130,S2,I50
100,2013-11-30,2184,S2,I50
100,2013-12-31,1640,S2,I50
100,2014-01-31,1711,S2,I50
100,2014-02-28,1722,S2,I50
100,2014-03-31,2276,S2,I50
100,2014-04-30,2602,S2,I50
100,2014-05-31,2807,S2,I50
100,2014-06-30,2969,S2,I50
100,2014-07-31,3153,S2,I50
100,2014-08-31,2858,S2,I50
100,2014-09-30,2585,S2,I50
100,2014-10-31,2453,S2,I50
100,2014-11-30,2627,S2,I50
100,2014-12-31,1894,S2,I50
100,2015-01-31,1780,S2,I50
100,2015-02-28,1766,S2,I50
100,2015-03-31,2380,S2,I50
100,2015-04-30,2687,S2,I50
100,2015-05-31,2983,S2,I50
100,2015-06-30,3104,S2,I50
100,2015-07-31,3321,S2,I50
100,2015-08-31,3038,S2,I50
100,2015-09-30,2654,S2,I50
100,2015-10-31,2570,S2,I50
100,2015-11-30,2631,S2,I50
100,2015-12-31,1953,S2,I50
100,2016-01-31,2022,S2,I50
100,2016-02-29,1926,S2,I50
100,2016-03-31,2525,S2,I50
100,2016-04-30,2949,S2,I50
100,2016-05-31,3169,S2,I50
100,2016-06-30,3347,S2,I50
100,2016-07-31,3809,S2,I50
100,2016-08-31,3191,S2,I50
100,2016-09-30,2905,S2,I50
100,2016-10-31,2785,S2,I50
100,2016-11-30,2909,S2,I50
100,2016-12-31,2195,S2,I50
100,2017-01-31,1927,S2,I50
100,2017-02-28,1931,S2,I50
100,2017-03-31,2738,S2,I50
100,2017-04-30,3061,S2,I50
100,2017-05-31,3311,S2,I50
100,2017-06-30,3419,S2,I50
100,2017-07-31,3799,S2,I50
100,2017-08-31,3289,S2,I50
100,2017-09-30,3026,S2,I50
100,2017-10-31,2968,S2,I50
100,2017-11-30,3045,S2,I50
100,2017-12-31,2170,S2,I50
101,2013-01-31,453,S3,I1
101,2013-02-28,421,S3,I1
101,2013-03-31,587,S3,I1
101,2013-04-30,673,S3,I1
101,2013-05-31,735,S3,I1
101,2013-06-30,748,S3,I1
101,2013-07-31,794,S3,I1
101,2013-08-31,769,S3,I1
101,2013-09-30,650,S3,I1
101,2013-10-31,626,S3,I1
101,2013-11-30,669,S3,I1
101,2013-12-31,478,S3,I1
101,2014-01-31,479,S3,I1
101,2014-02-28,503,S3,I1
101,2014-03-31,685,S3,I1
101,2014-04-30,728,S3,I1
101,2014-05-31,875,S3,I1
101,2014-06-30,850,S3,I1
101,2014-07-31,942,S3,I1
101,2014-08-31,824,S3,I1
101,2014-09-30,728,S3,I1
101,2014-10-31,730,S3,I1
101,2014-11-30,778,S3,I1
101,2014-12-31,544,S3,I1
101,2015-01-31,520,S3,I1
101,2015-02-28,486,S3,I1
101,2015-03-31,692,S3,I1
101,2015-04-30,813,S3,I1
101,2015-05-31,890,S3,I1
101,2015-06-30,904,S3,I1
101,2015-07-31,984,S3,I1
101,2015-08-31,910,S3,I1
101,2015-09-30,829,S3,I1
101,2015-10-31,746,S3,I1
101,2015-11-30,795,S3,I1
101,2015-12-31,572,S3,I1
101,2016-01-31,571,S3,I1
101,2016-02-29,628,S3,I1
101,2016-03-31,701,S3,I1
101,2016-04-30,902,S3,I1
101,2016-05-31,940,S3,I1
101,2016-06-30,989,S3,I1
101,2016-07-31,1082,S3,I1
101,2016-08-31,951,S3,I1
101,2016-09-30,846,S3,I1
101,2016-10-31,827,S3,I1
101,2016-11-30,842,S3,I1
101,2016-12-31,671,S3,I1
101,2017-01-31,614,S3,I1
101,2017-02-28,619,S3,I1
101,2017-03-31,778,S3,I1
101,2017-04-30,931,S3,I1
101,2017-05-31,1000,S3,I1
101,2017-06-30,1057,S3,I1
101,2017-07-31,1141,S3,I1
101,2017-08-31,942,S3,I1
101,2017-09-30,865,S3,I1
101,2017-10-31,884,S3,I1
101,2017-11-30,878,S3,I1
101,2017-12-31,709,S3,I1
102,2013-01-31,1195,S3,I2
102,2013-02-28,1170,S3,I2
102,2013-03-31,1605,S3,I2
102,2013-04-30,1736,S3,I2
102,2013-05-31,1920,S3,I2
102,2013-06-30,1969,S3,I2
102,2013-07-31,2222,S3,I2
102,2013-08-31,1979,S3,I2
102,2013-09-30,1704,S3,I2
102,2013-10-31,1636,S3,I2
102,2013-11-30,1787,S3,I2
102,2013-12-31,1287,S3,I2
102,2014-01-31,1339,S3,I2
102,2014-02-28,1400,S3,I2
102,2014-03-31,1851,S3,I2
102,2014-04-30,2085,S3,I2
102,2014-05-31,2184,S3,I2
102,2014-06-30,2337,S3,I2
102,2014-07-31,2571,S3,I2
102,2014-08-31,2220,S3,I2
102,2014-09-30,2053,S3,I2
102,2014-10-31,1926,S3,I2
102,2014-11-30,2018,S3,I2
102,2014-12-31,1500,S3,I2
102,2015-01-31,1394,S3,I2
102,2015-02-28,1399,S3,I2
102,2015-03-31,1838,S3,I2
102,2015-04-30,2006,S3,I2
102,2015-05-31,2389,S3,I2
102,2015-06-30,2445,S3,I2
102,2015-07-31,2696,S3,I2
102,2015-08-31,2356,S3,I2
102,2015-09-30,2173,S3,I2
102,2015-10-31,2078,S3,I2
102,2015-11-30,2107,S3,I2
102,2015-12-31,1528,S3,I2
102,2016-01-31,1520,S3,I2
102,2016-02-29,1567,S3,I2
102,2016-03-31,2062,S3,I2
102,2016-04-30,2334,S3,I2
102,2016-05-31,2629,S3,I2
102,2016-06-30,2580,S3,I2
102,2016-07-31,2949,S3,I2
102,2016-08-31,2518,S3,I2
102,2016-09-30,2288,S3,I2
102,2016-10-31,2198,S3,I2
102,2016-11-30,2185,S3,I2
102,2016-12-31,1730,S3,I2
102,2017-01-31,1515,S3,I2
102,2017-02-28,1644,S3,I2
102,2017-03-31,2074,S3,I2
102,2017-04-30,2422,S3,I2
102,2017-05-31,2568,S3,I2
102,2017-06-30,2851,S3,I2
102,2017-07-31,2962,S3,I2
102,2017-08-31,2555,S3,I2
102,2017-09-30,2408,S3,I2
102,2017-10-31,2227,S3,I2
102,2017-11-30,2307,S3,I2
102,2017-12-31,1789,S3,I2
103,2013-01-31,748,S3,I3
103,2013-02-28,736,S3,I3
103,2013-03-31,939,S3,I3
103,2013-04-30,1108,S3,I3
103,2013-05-31,1221,S3,I3
103,2013-06-30,1284,S3,I3
103,2013-07-31,1380,S3,I3
103,2013-08-31,1236,S3,I3
103,2013-09-30,1052,S3,I3
103,2013-10-31,1053,S3,I3
103,2013-11-30,1116,S3,I3
103,2013-12-31,815,S3,I3
103,2014-01-31,833,S3,I3
103,2014-02-28,847,S3,I3
103,2014-03-31,1127,S3,I3
103,2014-04-30,1255,S3,I3
103,2014-05-31,1443,S3,I3
103,2014-06-30,1470,S3,I3
103,2014-07-31,1541,S3,I3
103,2014-08-31,1478,S3,I3
103,2014-09-30,1261,S3,I3
103,2014-10-31,1223,S3,I3
103,2014-11-30,1249,S3,I3
103,2014-12-31,943,S3,I3
103,2015-01-31,896,S3,I3
103,2015-02-28,872,S3,I3
103,2015-03-31,1172,S3,I3
103,2015-04-30,1341,S3,I3
103,2015-05-31,1465,S3,I3
103,2015-06-30,1548,S3,I3
103,2015-07-31,1661,S3,I3
103,2015-08-31,1492,S3,I3
103,2015-09-30,1382,S3,I3
103,2015-10-31,1266,S3,I3
103,2015-11-30,1340,S3,I3
103,2015-12-31,953,S3,I3
103,2016-01-31,965,S3,I3
103,2016-02-29,959,S3,I3
103,2016-03-31,1238,S3,I3
103,2016-04-30,1395,S3,I3
103,2016-05-31,1587,S3,I3
103,2016-06-30,1594,S3,I3
103,2016-07-31,1802,S3,I3
103,2016-08-31,1479,S3,I3
103,2016-09-30,1430,S3,I3
103,2016-10-31,1393,S3,I3
103,2016-11-30,1378,S3,I3
103,2016-12-31,1079,S3,I3
103,2017-01-31,1014,S3,I3
103,2017-02-28,986,S3,I3
103,2017-03-31,1383,S3,I3
103,2017-04-30,1548,S3,I3
103,2017-05-31,1657,S3,I3
103,2017-06-30,1693,S3,I3
103,2017-07-31,1850,S3,I3
103,2017-08-31,1624,S3,I3
103,2017-09-30,1461,S3,I3
103,2017-10-31,1407,S3,I3
103,2017-11-30,1465,S3,I3
103,2017-12-31,1141,S3,I3
104,2013-01-31,401,S3,I4
104,2013-02-28,435,S3,I4
104,2013-03-31,619,S3,I4
104,2013-04-30,702,S3,I4
104,2013-05-31,745,S3,I4
104,2013-06-30,738,S3,I4
104,2013-07-31,847,S3,I4
104,2013-08-31,770,S3,I4
104,2013-09-30,698,S3,I4
104,2013-10-31,634,S3,I4
104,2013-11-30,674,S3,I4
104,2013-12-31,501,S3,I4
104,2014-01-31,517,S3,I4
104,2014-02-28,498,S3,I4
104,2014-03-31,685,S3,I4
104,2014-04-30,697,S3,I4
104,2014-05-31,827,S3,I4
104,2014-06-30,866,S3,I4
104,2014-07-31,941,S3,I4
104,2014-08-31,852,S3,I4
104,2014-09-30,797,S3,I4
104,2014-10-31,763,S3,I4
104,2014-11-30,807,S3,I4
104,2014-12-31,501,S3,I4
104,2015-01-31,520,S3,I4
104,2015-02-28,531,S3,I4
104,2015-03-31,683,S3,I4
104,2015-04-30,760,S3,I4
104,2015-05-31,906,S3,I4
104,2015-06-30,903,S3,I4
104,2015-07-31,1010,S3,I4
104,2015-08-31,822,S3,I4
104,2015-09-30,778,S3,I4
104,2015-10-31,764,S3,I4
104,2015-11-30,805,S3,I4
104,2015-12-31,533,S3,I4
104,2016-01-31,584,S3,I4
104,2016-02-29,603,S3,I4
104,2016-03-31,765,S3,I4
104,2016-04-30,908,S3,I4
104,2016-05-31,937,S3,I4
104,2016-06-30,981,S3,I4
104,2016-07-31,1077,S3,I4
104,2016-08-31,968,S3,I4
104,2016-09-30,864,S3,I4
104,2016-10-31,787,S3,I4
104,2016-11-30,871,S3,I4
104,2016-12-31,637,S3,I4
104,2017-01-31,620,S3,I4
104,2017-02-28,560,S3,I4
104,2017-03-31,776,S3,I4
104,2017-04-30,929,S3,I4
104,2017-05-31,1016,S3,I4
104,2017-06-30,1089,S3,I4
104,2017-07-31,1119,S3,I4
104,2017-08-31,998,S3,I4
104,2017-09-30,870,S3,I4
104,2017-10-31,859,S3,I4
104,2017-11-30,851,S3,I4
104,2017-12-31,663,S3,I4
105,2013-01-31,353,S3,I5
105,2013-02-28,345,S3,I5
105,2013-03-31,493,S3,I5
105,2013-04-30,537,S3,I5
105,2013-05-31,603,S3,I5
105,2013-06-30,614,S3,I5
105,2013-07-31,658,S3,I5
105,2013-08-31,633,S3,I5
105,2013-09-30,574,S3,I5
105,2013-10-31,512,S3,I5
105,2013-11-30,531,S3,I5
105,2013-12-31,417,S3,I5
105,2014-01-31,419,S3,I5
105,2014-02-28,402,S3,I5
105,2014-03-31,608,S3,I5
105,2014-04-30,624,S3,I5
105,2014-05-31,707,S3,I5
105,2014-06-30,709,S3,I5
105,2014-07-31,823,S3,I5
105,2014-08-31,684,S3,I5
105,2014-09-30,614,S3,I5
105,2014-10-31,582,S3,I5
105,2014-11-30,648,S3,I5
105,2014-12-31,462,S3,I5
105,2015-01-31,441,S3,I5
105,2015-02-28,461,S3,I5
105,2015-03-31,562,S3,I5
105,2015-04-30,685,S3,I5
105,2015-05-31,734,S3,I5
105,2015-06-30,757,S3,I5
105,2015-07-31,861,S3,I5
105,2015-08-31,762,S3,I5
105,2015-09-30,620,S3,I5
105,2015-10-31,612,S3,I5
105,2015-11-30,695,S3,I5
105,2015-12-31,472,S3,I5
105,2016-01-31,500,S3,I5
105,2016-02-29,491,S3,I5
105,2016-03-31,604,S3,I5
105,2016-04-30,690,S3,I5
105,2016-05-31,775,S3,I5
105,2016-06-30,807,S3,I5
105,2016-07-31,900,S3,I5
105,2016-08-31,791,S3,I5
105,2016-09-30,716,S3,I5
105,2016-10-31,674,S3,I5
105,2016-11-30,752,S3,I5
105,2016-12-31,507,S3,I5
105,2017-01-31,515,S3,I5
105,2017-02-28,490,S3,I5
105,2017-03-31,652,S3,I5
105,2017-04-30,731,S3,I5
105,2017-05-31,821,S3,I5
105,2017-06-30,866,S3,I5
105,2017-07-31,937,S3,I5
105,2017-08-31,807,S3,I5
105,2017-09-30,773,S3,I5
105,2017-10-31,730,S3,I5
105,2017-11-30,727,S3,I5
105,2017-12-31,616,S3,I5
106,2013-01-31,1126,S3,I6
106,2013-02-28,1185,S3,I6
106,2013-03-31,1527,S3,I6
106,2013-04-30,1688,S3,I6
106,2013-05-31,1976,S3,I6
106,2013-06-30,2030,S3,I6
106,2013-07-31,2155,S3,I6
106,2013-08-31,1919,S3,I6
106,2013-09-30,1768,S3,I6
106,2013-10-31,1707,S3,I6
106,2013-11-30,1753,S3,I6
106,2013-12-31,1315,S3,I6
106,2014-01-31,1344,S3,I6
106,2014-02-28,1306,S3,I6
106,2014-03-31,1773,S3,I6
106,2014-04-30,2125,S3,I6
106,2014-05-31,2298,S3,I6
106,2014-06-30,2303,S3,I6
106,2014-07-31,2457,S3,I6
106,2014-08-31,2272,S3,I6
106,2014-09-30,2100,S3,I6
106,2014-10-31,1960,S3,I6
106,2014-11-30,2041,S3,I6
106,2014-12-31,1484,S3,I6
106,2015-01-31,1397,S3,I6
106,2015-02-28,1489,S3,I6
106,2015-03-31,1939,S3,I6
106,2015-04-30,2157,S3,I6
106,2015-05-31,2439,S3,I6
106,2015-06-30,2369,S3,I6
106,2015-07-31,2697,S3,I6
106,2015-08-31,2353,S3,I6
106,2015-09-30,2126,S3,I6
106,2015-10-31,2055,S3,I6
106,2015-11-30,2162,S3,I6
106,2015-12-31,1559,S3,I6
106,2016-01-31,1507,S3,I6
106,2016-02-29,1575,S3,I6
106,2016-03-31,2121,S3,I6
106,2016-04-30,2292,S3,I6
106,2016-05-31,2530,S3,I6
106,2016-06-30,2614,S3,I6
106,2016-07-31,2958,S3,I6
106,2016-08-31,2596,S3,I6
106,2016-09-30,2320,S3,I6
106,2016-10-31,2298,S3,I6
106,2016-11-30,2269,S3,I6
106,2016-12-31,1607,S3,I6
106,2017-01-31,1630,S3,I6
106,2017-02-28,1569,S3,I6
106,2017-03-31,2021,S3,I6
106,2017-04-30,2401,S3,I6
106,2017-05-31,2569,S3,I6
106,2017-06-30,2748,S3,I6
106,2017-07-31,3022,S3,I6
106,2017-08-31,2606,S3,I6
106,2017-09-30,2370,S3,I6
106,2017-10-31,2263,S3,I6
106,2017-11-30,2342,S3,I6
106,2017-12-31,1773,S3,I6
107,2013-01-31,1157,S3,I7
107,2013-02-28,1121,S3,I7
107,2013-03-31,1496,S3,I7
107,2013-04-30,1769,S3,I7
107,2013-05-31,1888,S3,I7
107,2013-06-30,2028,S3,I7
107,2013-07-31,2236,S3,I7
107,2013-08-31,2001,S3,I7
107,2013-09-30,1762,S3,I7
107,2013-10-31,1734,S3,I7
107,2013-11-30,1732,S3,I7
107,2013-12-31,1264,S3,I7
107,2014-01-31,1365,S3,I7
107,2014-02-28,1360,S3,I7
107,2014-03-31,1832,S3,I7
107,2014-04-30,2088,S3,I7
107,2014-05-31,2166,S3,I7
107,2014-06-30,2341,S3,I7
107,2014-07-31,2496,S3,I7
107,2014-08-31,2213,S3,I7
